fecha,volumen,variedad,zona,volumen_log,region,precio_promedio_kg,indice_precio_diesel,lluvia_hoy,dias_con_helada_en_cultivo,T2M,T2M_MIN,T2M_MAX
2026-02-03,18.0,Papa Blanca,pasco,2.9444389791664403,pasco,0.94,88.4916,12.51,0.0,6.31,2.17,11.14
2026-02-03,10.0,Papa Blanca,daniel alcides carrion,2.3978952727983707,pasco,0.94,88.4916,12.67,0.0,6.31,2.17,11.14
2026-02-03,60.0,Papa Blanca,lima,4.110873864173311,lima,0.94,88.4916,0.45,0.0,19.4,16.94,23.19
2026-02-03,19.0,Papa Blanca,huaura,2.995732273553991,lima,0.94,88.4916,3.34,0.0,22.01,18.74,26.2
2026-02-03,38.0,Papa Unica,huaral,3.6635616461296463,lima,1.48,88.4916,1.43,0.0,22.07,20.73,23.36
2026-02-03,41.0,Papa Color,huaral,3.737669618283368,lima,1.49,88.4916,1.43,0.0,22.07,20.73,23.36
2026-02-03,93.0,Papa Blanca,huaral,4.543294782270004,lima,0.94,88.4916,1.43,0.0,22.07,20.73,23.36
2026-02-03,67.0,Papa Blanca,barranca,4.219507705176107,lima,0.94,88.4916,17.19,0.0,16.59,13.58,21.52
2026-02-03,13.0,Papa Blanca,sanchez carrion,2.639057329615259,la libertad,0.94,88.4916,6.01,0.0,9.85,4.85,16.66
2026-02-03,12.0,Papa Color,tarma,2.5649493574615367,junin,1.49,88.4916,1.12,0.0,9.03,5.58,14.09
2026-02-03,458.0,Papa Blanca,tarma,6.129050210060545,junin,0.94,88.4916,1.12,0.0,9.03,5.58,14.09
2026-02-03,16.0,Papa Blanca,jauja,2.833213344056216,junin,0.94,88.4916,4.86,0.0,5.94,2.19,11.94
2026-02-03,30.0,Papa Unica,huancayo,3.4339872044851463,junin,1.48,88.4916,0.64,0.0,8.91,4.63,14.01
2026-02-03,14.0,Papa Color,huancayo,2.70805020110221,junin,1.49,88.4916,0.64,0.0,8.91,4.63,14.01
2026-02-03,329.0,Papa Blanca,huancayo,5.799092654460526,junin,0.94,88.4916,0.64,0.0,8.91,4.63,14.01
2026-02-03,1.0,Papa Amarilla,huancayo,0.6931471805599453,junin,2.88,88.4916,0.64,0.0,8.91,4.63,14.01
2026-02-03,1113.0,Papa Blanca,huanuco,7.01571242048723,huanuco,0.94,88.4916,18.94,0.0,9.66,5.76,13.94
2026-02-03,3.0,Papa Blanca,ambo,1.3862943611198906,huanuco,0.94,88.4916,12.78,0.0,9.66,5.76,13.94
2026-02-03,90.0,Papa Amarilla,ambo,4.51085950651685,huanuco,2.88,88.4916,12.78,0.0,9.66,5.76,13.94
2026-02-03,49.0,Papa Blanca,tayacaja,3.912023005428146,huancavelica,0.94,88.4916,2.04,0.0,7.27,2.85,13.75
2026-02-03,32.0,Papa Blanca,huancavelica,3.49650756146648,huancavelica,0.94,88.4916,0.62,4.0,4.89,0.32,12.67
2026-02-03,28.0,Papa Blanca,huanta,3.367295829986474,ayacucho,0.94,88.4916,1.32,0.0,10.0,5.38,15.66
2026-02-03,116.0,Papa Blanca,huamanga,4.762173934797756,ayacucho,0.94,88.4916,0.31,0.0,10.0,5.38,15.66
2026-02-03,23.0,Papa Unica,arequipa,3.1780538303479458,arequipa,1.48,88.4916,0.0,0.0,10.46,5.29,17.35
2026-02-03,22.0,Papa Color,arequipa,3.1354942159291497,arequipa,1.49,88.4916,0.0,0.0,10.46,5.29,17.35
2026-02-03,289.0,Papa Blanca,arequipa,5.66988092298052,arequipa,0.94,88.4916,0.0,0.0,10.46,5.29,17.35
2026-02-02,3.0,Papa Blanca,lima,1.3862943611198906,lima,0.93,88.4916,4.87,0.0,18.43,16.49,20.84
2026-02-02,39.0,Papa Blanca,barranca,3.688879454113936,lima,0.93,88.4916,5.7,0.0,15.03,13.49,17.67
2026-02-02,18.0,Papa Color,tarma,2.9444389791664403,junin,1.5,88.4916,5.08,0.0,9.53,5.89,14.87
2026-02-02,36.0,Papa Blanca,tarma,3.610917912644224,junin,0.93,88.4916,5.08,0.0,9.53,5.89,14.87
2026-02-02,16.0,Papa Yungay,huancayo,2.833213344056216,junin,0.93,88.4916,1.53,0.0,9.51,5.88,14.76
2026-02-02,48.0,Papa Blanca,huancayo,3.8918202981106265,junin,0.93,88.4916,1.53,0.0,9.51,5.88,14.76
2026-02-02,6.0,Papa Yungay,huanuco,1.9459101490553128,huanuco,0.93,88.4916,1.5,0.0,10.37,6.87,15.27
2026-02-02,218.0,Papa Blanca,huanuco,5.389071729816501,huanuco,0.93,88.4916,1.5,0.0,10.37,6.87,15.27
2026-02-02,4.0,Papa Color,huamanga,1.6094379124341005,ayacucho,1.5,88.4916,3.91,0.0,9.95,6.67,14.98
2026-02-02,12.0,Papa Blanca,cangallo,2.5649493574615367,ayacucho,0.93,88.4916,7.18,0.0,8.24,4.82,14.36
2026-02-02,240.0,Papa Blanca,arequipa,5.484796933490655,arequipa,0.93,88.4916,0.0,0.0,10.87,6.51,17.18
2026-02-01,19.0,Papa Blanca,daniel alcides carrion,2.995732273553991,pasco,0.85,88.4916,7.16,0.0,7.49,4.24,12.25
2026-02-01,14.0,Papa Blanca,lima,2.70805020110221,lima,0.85,88.4916,4.99,0.0,18.5,16.54,20.91
2026-02-01,37.0,Papa Blanca,huarochiri,3.6375861597263857,lima,0.85,88.4916,7.1,0.0,9.54,6.27,14.81
2026-02-01,20.0,Papa Unica,huaral,3.044522437723423,lima,1.53,88.4916,3.25,0.0,21.12,20.25,22.11
2026-02-01,41.0,Papa Blanca,huaral,3.737669618283368,lima,0.85,88.4916,3.25,0.0,21.12,20.25,22.11
2026-02-01,16.0,Papa Yungay,barranca,2.833213344056216,lima,0.85,88.4916,5.21,0.0,15.76,13.99,18.41
2026-02-01,25.0,Papa Yungay,tarma,3.258096538021482,junin,0.85,88.4916,2.43,0.0,8.92,5.64,14.1
2026-02-01,229.0,Papa Blanca,tarma,5.438079308923196,junin,0.85,88.4916,2.43,0.0,8.92,5.64,14.1
2026-02-01,59.0,Papa Yungay,huancayo,4.0943445622221,junin,0.85,88.4916,2.63,0.0,9.05,5.59,13.99
2026-02-01,291.0,Papa Blanca,huancayo,5.676753802268282,junin,0.85,88.4916,2.63,0.0,9.05,5.59,13.99
2026-02-01,2.0,Papa Amarilla,huancayo,1.0986122886681096,junin,2.68,88.4916,2.63,0.0,9.05,5.59,13.99
2026-02-01,125.0,Papa Yungay,huanuco,4.836281906951478,huanuco,0.85,88.4916,19.05,0.0,10.13,7.42,13.34
2026-02-01,82.0,Papa Canchan,huanuco,4.418840607796598,huanuco,1.4,88.4916,19.05,0.0,10.13,7.42,13.34
2026-02-01,594.0,Papa Blanca,huanuco,6.38856140554563,huanuco,0.85,88.4916,19.05,0.0,10.13,7.42,13.34
2026-02-01,38.0,Papa Amarilla,ambo,3.6635616461296463,huanuco,2.68,88.4916,10.91,0.0,10.13,7.42,13.34
2026-02-01,22.0,Papa Yungay,tayacaja,3.1354942159291497,huancavelica,0.85,88.4916,14.55,0.0,8.41,5.13,12.81
2026-02-01,44.0,Papa Yungay,huamanga,3.80666248977032,ayacucho,0.85,88.4916,16.61,0.0,9.96,7.05,13.51
2026-02-01,77.0,Papa Blanca,huamanga,4.356708826689592,ayacucho,0.85,88.4916,16.61,0.0,9.96,7.05,13.51
2026-02-01,60.0,Papa Blanca,arequipa,4.110873864173311,arequipa,0.85,88.4916,0.55,0.0,11.66,7.83,17.84
2026-02-01,1.0,Papa Yungay,abancay,0.6931471805599453,apurimac,0.85,88.4916,10.4,0.0,12.6,8.98,17.21
2026-01-31,11.0,Papa Blanca,pasco,2.4849066497880004,pasco,0.85,89.1625,4.86,0.0,7.6,4.22,11.8
2026-01-31,21.0,Papa Unica,lima,3.091042453358316,lima,1.53,89.1625,0.05,0.0,19.14,17.19,22.22
2026-01-31,29.0,Papa Blanca,lima,3.4011973816621555,lima,0.85,89.1625,0.05,0.0,19.14,17.19,22.22
2026-01-31,42.0,Papa Yungay,huaura,3.7612001156935615,lima,0.85,89.1625,3.09,0.0,20.67,19.1,23.67
2026-01-31,36.0,Papa Blanca,huaura,3.610917912644224,lima,0.85,89.1625,3.09,0.0,20.67,19.1,23.67
2026-01-31,71.0,Papa Unica,huaral,4.276666119016055,lima,1.53,89.1625,0.89,0.0,21.1,20.33,22.08
2026-01-31,123.0,Papa Blanca,huaral,4.820281565605037,lima,0.85,89.1625,0.89,0.0,21.1,20.33,22.08
2026-01-31,27.0,Papa Blanca,barranca,3.332204510175204,lima,0.85,89.1625,0.13,0.0,16.33,13.92,19.67
2026-01-31,20.0,Papa Blanca,yauli,3.044522437723423,junin,0.85,89.1625,2.1,0.0,9.85,6.04,15.4
2026-01-31,66.0,Papa Yungay,tarma,4.204692619390966,junin,0.85,89.1625,0.0,0.0,9.85,6.04,15.4
2026-01-31,247.0,Papa Blanca,tarma,5.513428746164983,junin,0.85,89.1625,0.0,0.0,9.85,6.04,15.4
2026-01-31,15.0,Papa Yungay,jauja,2.772588722239781,junin,0.85,89.1625,4.0,0.0,7.78,3.77,13.65
2026-01-31,50.0,Papa Yungay,huancayo,3.9318256327243257,junin,0.85,89.1625,1.42,0.0,9.79,5.49,15.6
2026-01-31,252.0,Papa Blanca,huancayo,5.53338948872752,junin,0.85,89.1625,1.42,0.0,9.79,5.49,15.6
2026-01-31,2.0,Papa Amarilla,huancayo,1.0986122886681096,junin,2.68,89.1625,1.42,0.0,9.79,5.49,15.6
2026-01-31,26.0,Papa Blanca,pachitea,3.295836866004329,huanuco,0.85,89.1625,0.51,0.0,10.26,7.53,14.14
2026-01-31,208.0,Papa Yungay,huanuco,5.342334251964811,huanuco,0.85,89.1625,5.6,0.0,10.26,7.53,14.14
2026-01-31,496.0,Papa Blanca,huanuco,6.208590026096629,huanuco,0.85,89.1625,5.6,0.0,10.26,7.53,14.14
2026-01-31,27.0,Papa Blanca,ambo,3.332204510175204,huanuco,0.85,89.1625,1.16,0.0,10.26,7.53,14.14
2026-01-31,38.0,Papa Amarilla,ambo,3.6635616461296463,huanuco,2.68,89.1625,1.16,0.0,10.26,7.53,14.14
2026-01-31,12.0,Papa Blanca,tayacaja,2.5649493574615367,huancavelica,0.85,89.1625,0.45,0.0,8.64,3.85,15.21
2026-01-31,16.0,Papa Blanca,huancavelica,2.833213344056216,huancavelica,0.85,89.1625,0.41,2.0,6.47,1.86,13.28
2026-01-31,33.0,Papa Yungay,huamanga,3.5263605246161616,ayacucho,0.85,89.1625,8.41,0.0,10.24,6.44,15.78
2026-01-31,40.0,Papa Blanca,huamanga,3.713572066704308,ayacucho,0.85,89.1625,8.41,0.0,10.24,6.44,15.78
2026-01-31,8.0,Papa Unica,cangallo,2.19722457733622,ayacucho,1.53,89.1625,6.51,0.0,8.97,5.19,14.04
2026-01-31,185.0,Papa Unica,arequipa,5.225746673713202,arequipa,1.53,89.1625,13.97,0.0,11.78,9.05,16.53
2026-01-31,171.0,Papa Blanca,arequipa,5.147494476813453,arequipa,0.85,89.1625,13.97,0.0,11.78,9.05,16.53
2026-01-30,42.0,Papa Blanca,pasco,3.7612001156935615,pasco,0.84,89.1625,0.49,0.0,8.02,3.26,14.46
2026-01-30,70.0,Papa Blanca,lima,4.262679877041316,lima,0.84,89.1625,2.26,0.0,19.59,16.52,24.32
2026-01-30,41.0,Papa Blanca,huaura,3.737669618283368,lima,0.84,89.1625,0.0,0.0,21.23,18.17,25.52
2026-01-30,68.0,Papa Unica,huaral,4.23410650459726,lima,1.5,89.1625,1.39,0.0,21.47,20.24,22.88
2026-01-30,88.0,Papa Blanca,huaral,4.48863636973214,lima,0.84,89.1625,1.39,0.0,21.47,20.24,22.88
2026-01-30,15.0,Papa Blanca,canta,2.772588722239781,lima,0.84,89.1625,3.6,0.0,16.26,12.02,21.59
2026-01-30,21.0,Papa Blanca,canete,3.091042453358316,lima,0.84,89.1625,0.61,0.0,19.36,16.54,23.63
2026-01-30,37.0,Papa Unica,barranca,3.6375861597263857,lima,1.5,89.1625,0.0,0.0,16.72,12.77,22.38
2026-01-30,54.0,Papa Blanca,barranca,4.007333185232471,lima,0.84,89.1625,0.0,0.0,16.72,12.77,22.38
2026-01-30,10.0,Papa Blanca,santiago de chuco,2.3978952727983707,la libertad,0.84,89.1625,0.0,0.0,10.78,5.55,16.74
2026-01-30,22.0,Papa Blanca,yauli,3.1354942159291497,junin,0.84,89.1625,0.0,0.0,9.26,5.48,14.23
2026-01-30,90.0,Papa Yungay,tarma,4.51085950651685,junin,0.84,89.1625,0.0,0.0,9.26,5.48,14.23
2026-01-30,23.0,Papa Huayro,tarma,3.1780538303479458,junin,1.7,89.1625,0.0,0.0,9.26,5.48,14.23
2026-01-30,180.0,Papa Blanca,tarma,5.198497031265826,junin,0.84,89.1625,0.0,0.0,9.26,5.48,14.23
2026-01-30,19.0,Papa Blanca,junin,2.995732273553991,junin,0.84,89.1625,0.12,0.0,7.47,3.14,13.66
2026-01-30,51.0,Papa Yungay,huancayo,3.951243718581428,junin,0.84,89.1625,0.0,0.0,9.1,5.17,15.19
2026-01-30,23.0,Papa Huayro,huancayo,3.1780538303479458,junin,1.7,89.1625,0.0,0.0,9.1,5.17,15.19
2026-01-30,265.0,Papa Blanca,huancayo,5.583496308781699,junin,0.84,89.1625,0.0,0.0,9.1,5.17,15.19
2026-01-30,1.0,Papa Amarilla,huancayo,0.6931471805599453,junin,2.71,89.1625,0.0,0.0,9.1,5.17,15.19
2026-01-30,45.0,Papa Blanca,pachitea,3.828641396489095,huanuco,0.84,89.1625,0.39,0.0,9.96,6.05,15.38
2026-01-30,111.0,Papa Yungay,huanuco,4.718498871295094,huanuco,0.84,89.1625,0.0,0.0,9.96,6.05,15.38
2026-01-30,17.0,Papa Huayro,huanuco,2.8903717578961645,huanuco,1.7,89.1625,0.0,0.0,9.96,6.05,15.38
2026-01-30,474.0,Papa Blanca,huanuco,6.163314804034641,huanuco,0.84,89.1625,0.0,0.0,9.96,6.05,15.38
2026-01-30,19.0,Papa Amarilla,ambo,2.995732273553991,huanuco,2.71,89.1625,0.0,0.0,9.96,6.05,15.38
2026-01-30,59.0,Papa Blanca,tayacaja,4.0943445622221,huancavelica,0.84,89.1625,6.89,0.0,8.23,4.25,14.48
2026-01-30,33.0,Papa Blanca,huancavelica,3.5263605246161616,huancavelica,0.84,89.1625,0.0,2.0,6.81,2.42,13.58
2026-01-30,20.0,Papa Huayro,huamanga,3.044522437723423,ayacucho,1.7,89.1625,4.25,0.0,9.62,5.18,15.77
2026-01-30,52.0,Papa Blanca,huamanga,3.970291913552122,ayacucho,0.84,89.1625,4.25,0.0,9.62,5.18,15.77
2026-01-30,30.0,Papa Unica,arequipa,3.4339872044851463,arequipa,1.5,89.1625,7.57,0.0,12.06,6.86,19.24
2026-01-30,322.0,Papa Blanca,arequipa,5.777652323222656,arequipa,0.84,89.1625,7.57,0.0,12.06,6.86,19.24
2026-01-29,8.0,Papa Canchan,pasco,2.19722457733622,pasco,1.3,89.1625,3.07,0.0,6.98,2.46,12.96
2026-01-29,11.0,Papa Blanca,pasco,2.4849066497880004,pasco,0.8,89.1625,3.07,0.0,6.98,2.46,12.96
2026-01-29,23.0,Papa Canchan,lima,3.1780538303479458,lima,1.3,89.1625,0.0,0.0,18.77,16.69,21.57
2026-01-29,96.0,Papa Blanca,lima,4.574710978503383,lima,0.8,89.1625,0.0,0.0,18.77,16.69,21.57
2026-01-29,41.0,Papa Blanca,huaura,3.737669618283368,lima,0.8,89.1625,0.0,0.0,20.42,18.56,23.34
2026-01-29,22.0,Papa Unica,huaral,3.1354942159291497,lima,1.5,89.1625,0.35,0.0,21.3,20.61,22.14
2026-01-29,30.0,Papa Blanca,huaral,3.4339872044851463,lima,0.8,89.1625,0.35,0.0,21.3,20.61,22.14
2026-01-29,20.0,Papa Blanca,barranca,3.044522437723423,lima,0.8,89.1625,0.09,0.0,15.3,13.37,18.94
2026-01-29,12.0,Papa Yungay,tarma,2.5649493574615367,junin,0.8,89.1625,0.15,0.0,9.08,4.88,15.06
2026-01-29,95.0,Papa Canchan,tarma,4.564348191467836,junin,1.3,89.1625,0.15,0.0,9.08,4.88,15.06
2026-01-29,311.0,Papa Blanca,tarma,5.7430031878094825,junin,0.8,89.1625,0.15,0.0,9.08,4.88,15.06
2026-01-29,30.0,Papa Canchan,junin,3.4339872044851463,junin,1.3,89.1625,0.19,0.0,6.25,1.54,13.18
2026-01-29,80.0,Papa Canchan,huancayo,4.394449154672439,junin,1.3,89.1625,11.34,0.0,8.8,4.25,15.05
2026-01-29,303.0,Papa Blanca,huancayo,5.717027701406222,junin,0.8,89.1625,11.34,0.0,8.8,4.25,15.05
2026-01-29,245.0,Papa Canchan,huanuco,5.5053315359323625,huanuco,1.3,89.1625,0.16,0.0,9.6,6.38,14.07
2026-01-29,546.0,Papa Blanca,huanuco,6.304448802421981,huanuco,0.8,89.1625,0.16,0.0,9.6,6.38,14.07
2026-01-29,53.0,Papa Amarilla,ambo,3.9889840465642745,huanuco,2.71,89.1625,0.41,0.0,9.6,6.38,14.07
2026-01-29,12.0,Papa Blanca,huancavelica,2.5649493574615367,huancavelica,0.8,89.1625,5.26,1.0,5.76,1.11,12.74
2026-01-29,51.0,Papa Blanca,huamanga,3.951243718581428,ayacucho,0.8,89.1625,7.61,0.0,9.15,4.84,15.03
2026-01-29,136.0,Papa Canchan,arequipa,4.919980925828125,arequipa,1.3,89.1625,17.49,0.0,11.61,6.78,18.59
2026-01-29,206.0,Papa Blanca,arequipa,5.332718793265369,arequipa,0.8,89.1625,17.49,0.0,11.61,6.78,18.59
2026-01-28,4.0,Papa Unica,lima,1.6094379124341005,lima,1.53,89.1625,0.02,0.0,19.22,16.65,22.9
2026-01-28,93.0,Papa Canchan,lima,4.543294782270004,lima,1.33,89.1625,0.02,0.0,19.22,16.65,22.9
2026-01-28,130.0,Papa Blanca,lima,4.875197323201151,lima,0.81,89.1625,0.02,0.0,19.22,16.65,22.9
2026-01-28,29.0,Papa Blanca,huaura,3.4011973816621555,lima,0.81,89.1625,0.94,0.0,20.57,18.38,23.57
2026-01-28,108.0,Papa Blanca,huaral,4.691347882229144,lima,0.81,89.1625,0.32,0.0,21.51,20.59,22.5
2026-01-28,37.0,Papa Unica,barranca,3.6375861597263857,lima,1.53,89.1625,0.92,0.0,15.73,13.78,18.67
2026-01-28,19.0,Papa Blanca,barranca,2.995732273553991,lima,0.81,89.1625,0.92,0.0,15.73,13.78,18.67
2026-01-28,5.0,Papa Yungay,tarma,1.791759469228055,junin,0.81,89.1625,0.76,0.0,8.7,6.12,12.93
2026-01-28,29.0,Papa Canchan,tarma,3.4011973816621555,junin,1.33,89.1625,0.76,0.0,8.7,6.12,12.93
2026-01-28,134.0,Papa Blanca,tarma,4.90527477843843,junin,0.81,89.1625,0.76,0.0,8.7,6.12,12.93
2026-01-28,2.0,Papa Amarilla,tarma,1.0986122886681096,junin,2.73,89.1625,0.76,0.0,8.7,6.12,12.93
2026-01-28,29.0,Papa Unica,huancayo,3.4011973816621555,junin,1.53,89.1625,0.54,0.0,8.58,6.6,11.53
2026-01-28,42.0,Papa Canchan,huancayo,3.7612001156935615,junin,1.33,89.1625,0.54,0.0,8.58,6.6,11.53
2026-01-28,176.0,Papa Blanca,huancayo,5.176149732573829,junin,0.81,89.1625,0.54,0.0,8.58,6.6,11.53
2026-01-28,1.0,Papa Amarilla,huancayo,0.6931471805599453,junin,2.73,89.1625,0.54,0.0,8.58,6.6,11.53
2026-01-28,23.0,Papa Blanca,pachitea,3.1780538303479458,huanuco,0.81,89.1625,29.88,0.0,9.21,6.11,13.82
2026-01-28,124.0,Papa Canchan,huanuco,4.8283137373023015,huanuco,1.33,89.1625,11.83,0.0,9.21,6.11,13.82
2026-01-28,358.0,Papa Blanca,huanuco,5.883322388488279,huanuco,0.81,89.1625,11.83,0.0,9.21,6.11,13.82
2026-01-28,31.0,Papa Blanca,ambo,3.4657359027997265,huanuco,0.81,89.1625,4.2,0.0,9.21,6.11,13.82
2026-01-28,22.0,Papa Blanca,huanta,3.1354942159291497,ayacucho,0.81,89.1625,0.56,0.0,8.7,6.77,11.19
2026-01-28,17.0,Papa Canchan,huamanga,2.8903717578961645,ayacucho,1.33,89.1625,2.05,0.0,8.7,6.77,11.19
2026-01-28,20.0,Papa Blanca,huamanga,3.044522437723423,ayacucho,0.81,89.1625,2.05,0.0,8.7,6.77,11.19
2026-01-28,77.0,Papa Unica,arequipa,4.356708826689592,arequipa,1.53,89.1625,17.46,0.0,11.28,7.46,18.88
2026-01-28,52.0,Papa Canchan,arequipa,3.970291913552122,arequipa,1.33,89.1625,17.46,0.0,11.28,7.46,18.88
2026-01-28,167.0,Papa Blanca,arequipa,5.123963979403259,arequipa,0.81,89.1625,17.46,0.0,11.28,7.46,18.88
2026-01-27,7.0,Papa Huayro,pasco,2.079441541679836,pasco,1.9,89.1625,0.44,0.0,6.06,2.37,12.26
2026-01-27,52.0,Papa Blanca,pasco,3.970291913552122,pasco,0.78,89.1625,0.44,0.0,6.06,2.37,12.26
2026-01-27,71.0,Papa Blanca,lima,4.276666119016055,lima,0.78,89.1625,0.09,0.0,19.42,16.84,22.68
2026-01-27,70.0,Papa Blanca,huaura,4.262679877041316,lima,0.78,89.1625,0.0,0.0,21.42,18.47,25.47
2026-01-27,40.0,Papa Unica,huaral,3.713572066704308,lima,1.48,89.1625,0.0,0.0,22.26,21.18,23.66
2026-01-27,183.0,Papa Blanca,huaral,5.214935757608986,lima,0.78,89.1625,0.0,0.0,22.26,21.18,23.66
2026-01-27,15.0,Papa Blanca,canete,2.772588722239781,lima,0.78,89.1625,0.0,0.0,18.52,16.85,20.86
2026-01-27,33.0,Papa Unica,barranca,3.5263605246161616,lima,1.48,89.1625,0.0,0.0,16.62,13.72,20.66
2026-01-27,66.0,Papa Blanca,barranca,4.204692619390966,lima,0.78,89.1625,0.0,0.0,16.62,13.72,20.66
2026-01-27,19.0,Papa Yungay,tarma,2.995732273553991,junin,0.78,89.1625,3.28,0.0,9.13,5.27,14.1
2026-01-27,2.0,Papa Huayro,tarma,1.0986122886681096,junin,1.9,89.1625,3.28,0.0,9.13,5.27,14.1
2026-01-27,536.0,Papa Blanca,tarma,6.285998094508865,junin,0.78,89.1625,3.28,0.0,9.13,5.27,14.1
2026-01-27,12.0,Papa Blanca,junin,2.5649493574615367,junin,0.78,89.1625,0.34,0.0,5.29,0.68,12.52
2026-01-27,2.0,Papa Huayro,huancayo,1.0986122886681096,junin,1.9,89.1625,0.0,0.0,9.77,4.86,14.66
2026-01-27,306.0,Papa Blanca,huancayo,5.726847747587197,junin,0.78,89.1625,0.0,0.0,9.77,4.86,14.66
2026-01-27,1.0,Papa Amarilla,huancayo,0.6931471805599453,junin,2.73,89.1625,0.0,0.0,9.77,4.86,14.66
2026-01-27,12.0,Papa Huayro,huanuco,2.5649493574615367,huanuco,1.9,89.1625,2.23,0.0,8.8,5.4,13.94
2026-01-27,21.0,Papa Canchan,huanuco,3.091042453358316,huanuco,1.39,89.1625,2.23,0.0,8.8,5.4,13.94
2026-01-27,1037.0,Papa Blanca,huanuco,6.945051063725834,huanuco,0.78,89.1625,2.23,0.0,8.8,5.4,13.94
2026-01-27,24.0,Papa Blanca,huamalies,3.218875824868201,huanuco,0.78,89.1625,8.49,0.0,6.96,3.39,13.07
2026-01-27,21.0,Papa Blanca,ambo,3.091042453358316,huanuco,0.78,89.1625,5.48,0.0,8.8,5.4,13.94
2026-01-27,13.0,Papa Amarilla,ambo,2.639057329615259,huanuco,2.73,89.1625,5.48,0.0,8.8,5.4,13.94
2026-01-27,38.0,Papa Huayro,tayacaja,3.6635616461296463,huancavelica,1.9,89.1625,0.0,0.0,8.32,3.39,14.17
2026-01-27,13.0,Papa Blanca,huanta,2.639057329615259,ayacucho,0.78,89.1625,3.29,0.0,10.51,7.55,14.92
2026-01-27,18.0,Papa Huayro,huamanga,2.9444389791664403,ayacucho,1.9,89.1625,1.03,0.0,10.51,7.55,14.92
2026-01-27,65.0,Papa Blanca,huamanga,4.189654742026425,ayacucho,0.78,89.1625,1.03,0.0,10.51,7.55,14.92
2026-01-27,31.0,Papa Unica,arequipa,3.4657359027997265,arequipa,1.48,89.1625,0.3,0.0,11.23,7.74,17.64
2026-01-27,256.0,Papa Blanca,arequipa,5.54907608489522,arequipa,0.78,89.1625,0.3,0.0,11.23,7.74,17.64
2026-01-26,16.0,Papa Blanca,lima,2.833213344056216,lima,0.79,89.1625,0.0,0.0,20.22,17.36,23.94
2026-01-26,4.0,Papa Blanca,huaral,1.6094379124341005,lima,0.79,89.1625,0.0,0.0,22.87,21.75,24.4
2026-01-26,1.0,Papa Blanca,canete,0.6931471805599453,lima,0.79,89.1625,0.0,0.0,19.79,16.94,23.63
2026-01-26,33.0,Papa Unica,barranca,3.5263605246161616,lima,1.48,89.1625,0.0,0.0,16.71,13.4,21.07
2026-01-26,34.0,Papa Blanca,barranca,3.555348061489413,lima,0.79,89.1625,0.0,0.0,16.71,13.4,21.07
2026-01-26,18.0,Papa Blanca,jauja,2.9444389791664403,junin,0.79,89.1625,2.45,0.0,7.45,3.3,15.33
2026-01-26,60.0,Papa Blanca,huancayo,4.110873864173311,junin,0.79,89.1625,0.98,0.0,9.25,4.4,16.87
2026-01-26,1.0,Papa Amarilla,huancayo,0.6931471805599453,junin,2.75,89.1625,0.98,0.0,9.25,4.4,16.87
2026-01-26,39.0,Papa Yungay,huanuco,3.688879454113936,huanuco,0.79,89.1625,17.19,0.0,9.45,5.31,14.67
2026-01-26,169.0,Papa Blanca,huanuco,5.135798437050262,huanuco,0.79,89.1625,17.19,0.0,9.45,5.31,14.67
2026-01-26,18.0,Papa Blanca,huamanga,2.9444389791664403,ayacucho,0.79,89.1625,2.34,0.0,9.99,3.69,17.9
2026-01-26,5.0,Papa Blanca,caylloma,1.791759469228055,arequipa,0.79,89.1625,0.02,9.0,7.52,1.3,16.23
2026-01-26,67.0,Papa Blanca,arequipa,4.219507705176107,arequipa,0.79,89.1625,0.0,0.0,11.35,6.57,17.86
2026-01-25,18.0,Papa Blanca,pasco,2.9444389791664403,pasco,0.81,89.1625,2.97,0.0,7.53,4.48,13.1
2026-01-25,2.0,Papa Yungay,lima,1.0986122886681096,lima,0.81,89.1625,0.0,0.0,19.82,17.23,23.81
2026-01-25,62.0,Papa Blanca,lima,4.143134726391533,lima,0.81,89.1625,0.0,0.0,19.82,17.23,23.81
2026-01-25,44.0,Papa Yungay,huaral,3.80666248977032,lima,0.81,89.1625,0.0,0.0,22.9,21.81,24.34
2026-01-25,21.0,Papa Unica,huaral,3.091042453358316,lima,1.35,89.1625,0.0,0.0,22.9,21.81,24.34
2026-01-25,72.0,Papa Blanca,huaral,4.290459441148391,lima,0.81,89.1625,0.0,0.0,22.9,21.81,24.34
2026-01-25,22.0,Papa Yungay,barranca,3.1354942159291497,lima,0.81,89.1625,0.0,0.0,16.36,14.24,19.56
2026-01-25,27.0,Papa Blanca,barranca,3.332204510175204,lima,0.81,89.1625,0.0,0.0,16.36,14.24,19.56
2026-01-25,59.0,Papa Yungay,tarma,4.0943445622221,junin,0.81,89.1625,0.01,0.0,8.9,5.51,12.38
2026-01-25,198.0,Papa Blanca,tarma,5.293304824724492,junin,0.81,89.1625,0.01,0.0,8.9,5.51,12.38
2026-01-25,1.0,Papa Yungay,huancayo,0.6931471805599453,junin,0.81,89.1625,9.24,0.0,7.05,4.02,10.09
2026-01-25,131.0,Papa Blanca,huancayo,4.882801922586371,junin,0.81,89.1625,9.24,0.0,7.05,4.02,10.09
2026-01-25,3.0,Papa Amarilla,huancayo,1.3862943611198906,junin,2.93,89.1625,9.24,0.0,7.05,4.02,10.09
